date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2021-04-16,11,6,0.0,11.6,3,27,08:31 AM,No moonset,06:22 AM,08:05 PM,2,4,8,4,43,10,65,0.0,1028,11,10,48,32,lorient
2021-04-17,9,2,0.0,11.6,3,34,09:07 AM,12:45 AM,06:20 AM,08:06 PM,3,5,8,5,28,16,70,0.0,1027,9,10,140,21,lorient
2021-04-18,9,2,0.0,10.4,2,42,09:51 AM,01:44 AM,06:18 AM,08:08 PM,4,6,8,6,14,30,72,0.0,1025,9,10,140,10,lorient
2021-04-19,10,3,0.0,9.3,2,50,10:44 AM,02:36 AM,06:17 AM,08:09 PM,5,7,9,7,15,55,70,0.0,1019,10,10,145,10,lorient
2021-04-20,12,5,0.0,7.0,3,57,11:48 AM,03:22 AM,06:15 AM,08:11 PM,6,9,11,9,14,76,67,0.0,1017,12,10,91,9,lorient
2021-04-21,13,7,0.0,11.6,4,65,12:57 PM,03:58 AM,06:13 AM,08:12 PM,8,9,11,9,32,18,76,0.0,1017,13,10,65,20,lorient
2021-04-22,13,8,0.0,11.6,4,72,02:12 PM,04:29 AM,06:11 AM,08:13 PM,8,8,11,8,55,17,79,0.0,1018,13,10,72,36,lorient
2021-04-23,14,8,0.0,11.6,4,80,03:30 PM,04:55 AM,06:09 AM,08:15 PM,7,9,12,9,59,12,70,0.0,1021,14,10,86,39,lorient
2021-04-24,14,7,0.0,11.6,4,87,04:50 PM,05:18 AM,06:08 AM,08:16 PM,10,10,12,10,50,22,79,0.0,1018,14,10,88,29,lorient
2021-04-25,15,11,0.0,11.6,4,95,06:11 PM,05:40 AM,06:06 AM,08:18 PM,9,10,13,10,60,19,75,0.0,1017,15,10,66,37,lorient
2021-04-26,14,10,0.0,11.6,4,100,07:36 PM,06:02 AM,06:04 AM,08:19 PM,6,9,12,9,63,28,67,0.0,1013,14,10,57,43,lorient
2021-04-27,14,9,0.0,11.6,4,100,09:02 PM,06:26 AM,06:02 AM,08:20 PM,7,9,12,9,37,1,72,0.0,1009,14,10,105,27,lorient
2021-04-28,11,9,0.0,11.6,3,83,10:28 PM,06:54 AM,06:01 AM,08:22 PM,5,8,10,8,29,35,71,0.1,1007,11,10,267,21,lorient
2021-04-29,11,3,0.0,14.5,3,75,11:52 PM,07:29 AM,05:59 AM,08:23 PM,5,7,9,7,26,33,72,0.0,1011,11,10,54,19,lorient
2021-04-30,10,3,0.0,12.4,2,67,No moonrise,08:13 AM,05:58 AM,08:25 PM,3,6,9,6,27,50,64,0.0,1014,10,10,111,20,lorient
2021-05-01,11,6,0.0,14.5,3,65,01:05 AM,09:09 AM,05:56 AM,08:26 PM,4,7,10,7,29,23,66,0.0,1015,11,10,138,21,lorient
2021-05-02,10,4,0.0,14.5,3,58,02:05 AM,10:15 AM,05:54 AM,08:27 PM,5,6,9,6,25,18,70,0.2,1022,10,10,267,19,lorient
2021-05-03,11,5,0.0,13.4,3,50,02:51 AM,11:27 AM,05:53 AM,08:29 PM,5,8,10,8,30,33,70,0.0,1021,11,10,194,22,lorient
2021-05-04,12,9,0.0,9.2,3,43,03:26 AM,12:39 PM,05:51 AM,08:30 PM,9,8,11,8,45,98,86,6.1,1012,12,8,278,32,lorient
2021-05-05,11,4,0.0,13.5,2,36,03:53 AM,01:51 PM,05:50 AM,08:31 PM,4,7,10,7,32,41,62,0.0,1016,11,10,298,24,lorient
2021-05-06,13,8,0.0,9.3,3,29,04:15 AM,03:00 PM,05:48 AM,08:33 PM,9,9,12,9,48,84,83,8.7,1009,13,9,237,34,lorient
2021-05-07,11,4,0.0,11.4,3,21,04:34 AM,04:07 PM,05:47 AM,08:34 PM,8,8,10,8,25,68,80,1.4,1014,11,10,162,18,lorient
2021-05-08,14,7,0.0,13.5,3,14,04:51 AM,05:12 PM,05:45 AM,08:36 PM,12,10,13,10,51,41,90,0.6,1010,14,10,191,31,lorient
2021-05-09,14,8,0.0,11.4,3,7,05:08 AM,06:17 PM,05:44 AM,08:37 PM,11,11,13,11,41,49,83,0.1,1000,14,10,202,25,lorient
2021-05-10,12,10,0.0,9.4,3,0,05:26 AM,07:22 PM,05:42 AM,08:38 PM,9,9,12,9,46,69,80,2.3,1004,12,10,225,33,lorient
2021-05-11,12,7,0.0,10.4,3,0,05:45 AM,08:27 PM,05:41 AM,08:40 PM,8,8,11,8,50,63,76,1.6,1010,12,10,242,37,lorient
2021-05-12,12,6,0.0,9.4,3,0,06:07 AM,09:33 PM,05:40 AM,08:41 PM,8,8,11,8,37,84,77,21.4,1012,12,9,230,27,lorient
2021-05-13,12,4,0.0,13.5,3,8,06:33 AM,10:37 PM,05:38 AM,08:42 PM,7,8,11,8,44,51,74,1.8,1011,12,10,261,32,lorient
2021-05-14,12,7,0.0,12.5,3,15,07:06 AM,11:39 PM,05:37 AM,08:44 PM,8,8,12,8,49,64,76,1.5,1013,12,10,284,36,lorient
2021-05-15,13,7,0.0,12.5,3,22,07:47 AM,No moonset,05:36 AM,08:45 PM,10,9,12,9,49,61,84,5.8,1006,13,10,248,35,lorient
2021-05-16,13,8,0.0,12.5,3,29,08:37 AM,12:33 AM,05:35 AM,08:46 PM,10,9,12,9,61,53,83,0.9,1007,13,10,251,44,lorient
2021-05-17,12,9,0.0,11.5,3,37,09:37 AM,01:21 AM,05:33 AM,08:47 PM,10,8,12,8,62,61,85,2.5,1012,12,10,268,45,lorient
2021-05-18,13,9,0.0,10.5,3,44,10:43 AM,01:59 AM,05:32 AM,08:49 PM,9,9,12,9,48,66,82,0.7,1022,13,10,267,34,lorient
2021-05-19,13,6,0.0,13.5,3,51,11:55 AM,02:31 AM,05:31 AM,08:50 PM,8,8,12,8,48,34,77,0.8,1023,13,10,294,34,lorient
2021-05-20,13,5,0.0,12.5,3,58,01:09 PM,02:58 AM,05:30 AM,08:51 PM,9,10,12,10,27,47,78,0.0,1025,13,10,220,19,lorient
2021-05-21,13,12,0.0,14.5,3,66,02:25 PM,03:21 AM,05:29 AM,08:52 PM,9,9,12,9,59,42,82,0.3,1013,13,10,254,42,lorient
2021-05-22,12,9,0.0,10.5,3,73,03:43 PM,03:42 AM,05:28 AM,08:53 PM,8,9,12,9,53,69,75,1.4,1013,12,10,269,38,lorient
2021-05-23,13,8,0.0,10.5,3,80,05:04 PM,04:03 AM,05:27 AM,08:55 PM,8,9,12,9,50,72,76,2.8,1014,13,10,239,36,lorient
2021-05-24,12,8,0.0,11.5,3,88,06:28 PM,04:25 AM,05:26 AM,08:56 PM,8,8,12,8,61,61,75,6.6,1013,12,10,264,45,lorient
2021-05-25,12,4,0.0,11.5,3,95,07:55 PM,04:50 AM,05:25 AM,08:57 PM,9,8,11,8,52,70,80,0.7,1022,12,10,280,37,lorient
2021-05-26,14,10,0.0,9.6,3,100,09:21 PM,05:22 AM,05:24 AM,08:58 PM,11,11,13,11,46,89,87,0.5,1019,14,10,266,31,lorient
2021-05-27,14,7,0.0,14.5,4,100,10:42 PM,06:01 AM,05:23 AM,08:59 PM,10,12,13,12,12,25,80,0.0,1020,14,10,180,8,lorient
2021-05-28,16,9,0.0,15.8,3,83,11:51 PM,06:52 AM,05:22 AM,09:00 PM,11,12,14,12,33,28,79,0.0,1021,16,10,96,19,lorient
2021-05-29,16,13,0.0,15.8,5,76,No moonrise,07:55 AM,05:21 AM,09:01 PM,13,14,15,14,29,29,84,0.0,1023,16,10,139,14,lorient
2021-05-30,16,10,0.0,15.8,4,69,12:45 AM,09:07 AM,05:21 AM,09:02 PM,13,13,15,13,32,40,84,0.0,1023,16,10,123,16,lorient
2021-05-31,17,10,0.0,15.8,4,65,01:26 AM,10:22 AM,05:20 AM,09:03 PM,12,13,15,13,41,9,78,0.0,1016,17,10,70,21,lorient
2021-06-01,17,14,0.0,15.6,5,49,01:57 AM,11:37 AM,05:19 AM,09:04 PM,13,15,16,15,42,29,84,0.9,1011,17,10,99,21,lorient
2021-06-02,16,10,0.0,15.6,4,41,02:20 AM,12:49 PM,05:19 AM,09:05 PM,15,15,15,15,27,47,93,3.4,1011,16,10,199,17,lorient
2021-06-03,15,8,0.0,15.9,3,34,02:41 AM,01:57 PM,05:18 AM,09:06 PM,12,13,14,13,24,42,84,0.1,1020,15,10,254,17,lorient
2021-06-04,16,10,0.0,13.7,3,26,02:59 AM,03:04 PM,05:18 AM,09:07 PM,12,13,15,13,28,60,80,0.0,1024,16,10,108,19,lorient
2021-06-05,16,12,0.0,15.9,4,19,03:16 AM,04:08 PM,05:17 AM,09:08 PM,10,14,14,14,19,2,74,0.0,1027,16,10,187,13,lorient
2021-06-06,17,13,0.0,15.9,5,11,03:33 AM,05:14 PM,05:17 AM,09:08 PM,11,15,15,15,22,19,75,0.0,1026,17,10,179,15,lorient
2021-06-07,17,15,0.0,15.9,5,4,03:51 AM,06:18 PM,05:16 AM,09:09 PM,13,16,16,16,21,6,81,0.0,1024,17,10,172,13,lorient
2021-06-08,17,14,0.0,15.9,5,0,04:11 AM,07:25 PM,05:16 AM,09:10 PM,12,15,16,15,22,9,80,0.0,1024,17,10,174,14,lorient
2021-06-09,17,14,0.0,16.0,5,0,04:36 AM,08:29 PM,05:16 AM,09:11 PM,13,16,16,16,27,16,80,0.0,1023,17,10,316,17,lorient
2021-06-10,19,15,0.0,16.0,5,0,05:07 AM,09:32 PM,05:15 AM,09:11 PM,13,17,17,17,29,7,74,0.0,1022,19,10,177,17,lorient
2021-06-11,19,16,0.0,16.0,5,4,05:46 AM,10:29 PM,05:15 AM,09:12 PM,15,17,18,17,33,9,84,0.0,1022,19,10,148,18,lorient
2021-06-12,19,13,0.0,16.0,5,11,06:33 AM,11:19 PM,05:15 AM,09:12 PM,15,17,18,17,28,20,83,0.0,1023,19,10,155,17,lorient
2021-06-13,20,15,0.0,16.0,5,19,07:30 AM,No moonset,05:15 AM,09:13 PM,14,17,18,17,40,3,75,0.0,1022,20,10,56,23,lorient
2021-06-14,20,16,0.0,16.0,4,26,08:34 AM,12:01 AM,05:15 AM,09:13 PM,15,18,19,18,36,13,79,0.0,1020,20,10,151,18,lorient
2021-06-15,21,16,0.0,16.0,5,34,09:44 AM,12:34 AM,05:15 AM,09:14 PM,15,18,19,18,31,2,81,0.0,1019,21,10,139,17,lorient
2021-06-16,20,17,0.0,16.0,4,42,10:56 AM,01:02 AM,05:15 AM,09:14 PM,16,18,19,18,28,25,84,1.5,1011,20,10,144,15,lorient
2021-06-17,17,9,0.0,12.0,4,49,12:10 PM,01:26 AM,05:15 AM,09:15 PM,15,15,16,15,38,97,89,2.5,1010,17,8,243,28,lorient
2021-06-18,17,10,0.0,16.0,4,57,01:25 PM,01:47 AM,05:15 AM,09:15 PM,12,14,15,14,30,51,78,7.3,1014,17,9,277,22,lorient
2021-06-19,19,16,0.0,12.0,4,64,02:42 PM,02:07 AM,05:15 AM,09:15 PM,16,18,18,18,25,78,87,7.4,1012,19,8,146,18,lorient
2021-06-20,17,11,0.0,12.0,4,72,04:02 PM,02:27 AM,05:15 AM,09:16 PM,14,16,17,16,31,89,81,6.9,1006,17,9,212,22,lorient
2021-06-21,17,13,0.0,12.0,4,79,05:25 PM,02:50 AM,05:15 AM,09:16 PM,13,16,16,16,20,75,78,5.1,1007,17,10,211,14,lorient
2021-06-22,17,15,0.0,12.0,4,87,06:49 PM,03:17 AM,05:15 AM,09:16 PM,13,16,16,16,42,82,81,3.2,1015,17,10,80,31,lorient
2021-06-23,17,11,0.0,14.7,4,94,08:13 PM,03:51 AM,05:16 AM,09:16 PM,10,13,15,13,37,65,71,2.3,1022,17,8,26,28,lorient
2021-06-24,16,10,0.0,15.6,4,100,09:29 PM,04:36 AM,05:16 AM,09:16 PM,11,14,15,14,24,49,74,0.0,1023,16,10,198,18,lorient
2021-06-25,17,13,0.0,16.0,5,100,10:31 PM,05:33 AM,05:16 AM,09:16 PM,12,15,16,15,15,17,74,0.0,1024,17,10,236,11,lorient
2021-06-26,15,9,0.0,12.0,3,83,11:19 PM,06:42 AM,05:17 AM,09:16 PM,14,14,15,14,16,95,90,40.9,1015,15,6,254,11,lorient
2021-06-27,16,12,0.0,14.7,4,75,11:55 PM,07:59 AM,05:17 AM,09:16 PM,11,14,15,14,19,61,78,0.2,1013,16,10,120,14,lorient
2021-06-28,16,11,0.0,14.7,4,68,No moonrise,09:16 AM,05:18 AM,09:16 PM,10,14,15,14,17,52,69,2.5,1014,16,10,206,12,lorient
2021-06-29,17,10,0.0,15.6,4,60,12:22 AM,10:31 AM,05:18 AM,09:16 PM,13,14,16,14,38,60,80,2.0,1016,17,10,290,27,lorient
2021-06-30,17,11,0.0,16.0,5,53,12:45 AM,11:43 AM,05:19 AM,09:16 PM,14,15,16,15,27,26,86,0.1,1017,17,10,257,18,lorient
2021-07-01,17,10,0.0,16.0,5,51,01:04 AM,12:51 PM,05:19 AM,09:16 PM,14,15,16,15,15,16,82,0.0,1019,17,10,169,10,lorient
2021-07-02,18,17,0.0,15.6,5,44,01:21 AM,01:58 PM,05:20 AM,09:15 PM,15,17,17,17,16,36,84,0.0,1018,18,10,199,11,lorient
2021-07-03,18,12,0.0,12.0,4,36,01:38 AM,03:03 PM,05:21 AM,09:15 PM,15,16,17,16,25,87,88,1.4,1014,18,7,218,16,lorient
2021-07-04,16,9,0.0,13.8,4,29,01:56 AM,04:08 PM,05:21 AM,09:15 PM,14,15,16,15,46,66,86,11.7,1012,16,9,246,31,lorient
2021-07-05,18,14,0.0,11.9,4,22,02:16 AM,05:14 PM,05:22 AM,09:14 PM,15,17,17,17,43,82,89,11.4,1009,18,9,218,29,lorient
2021-07-06,17,13,0.0,14.7,4,15,02:39 AM,06:19 PM,05:23 AM,09:14 PM,13,16,16,16,50,51,80,5.8,1007,17,10,243,37,lorient
2021-07-07,17,13,0.0,13.7,4,7,03:08 AM,07:23 PM,05:24 AM,09:13 PM,13,16,16,16,26,61,79,1.1,1016,17,10,264,18,lorient
2021-07-08,17,12,0.0,15.6,4,0,03:44 AM,08:23 PM,05:25 AM,09:13 PM,14,15,16,15,32,43,83,1.0,1022,17,10,286,23,lorient
2021-07-09,16,14,0.0,15.9,5,0,04:28 AM,09:16 PM,05:25 AM,09:12 PM,12,16,16,16,18,40,79,0.0,1023,16,10,268,13,lorient
2021-07-10,16,9,0.0,15.9,4,0,05:23 AM,10:00 PM,05:26 AM,09:11 PM,14,15,16,15,21,47,85,0.0,1018,16,10,245,14,lorient
2021-07-11,17,13,0.0,15.8,5,7,06:26 AM,10:36 PM,05:27 AM,09:11 PM,15,16,16,16,20,43,89,0.0,1016,17,10,216,14,lorient
2021-07-12,16,11,0.0,13.7,4,14,07:35 AM,11:06 PM,05:28 AM,09:10 PM,13,15,15,15,32,67,80,2.0,1013,16,10,276,23,lorient
2021-07-13,17,12,0.0,14.6,4,22,08:47 AM,11:31 PM,05:29 AM,09:09 PM,14,16,16,16,53,52,86,0.2,1017,17,10,301,35,lorient
2021-07-14,18,12,0.0,15.8,4,29,10:01 AM,11:53 PM,05:30 AM,09:09 PM,15,16,17,16,35,39,87,0.1,1020,18,10,320,21,lorient
2021-07-15,18,13,0.0,15.8,5,36,11:15 AM,No moonset,05:31 AM,09:08 PM,15,16,17,16,30,27,85,0.0,1023,18,10,242,17,lorient
2021-07-16,20,16,0.0,15.8,5,43,12:30 PM,12:12 AM,05:32 AM,09:07 PM,15,18,18,18,33,7,82,0.0,1024,20,10,75,18,lorient
2021-07-17,21,16,0.0,15.7,5,51,01:47 PM,12:32 AM,05:33 AM,09:06 PM,14,18,19,18,42,0,76,0.0,1025,21,10,41,23,lorient
2021-07-18,21,14,0.0,15.7,5,58,03:06 PM,12:53 AM,05:34 AM,09:05 PM,15,18,19,18,46,1,79,0.0,1022,21,10,45,23,lorient
2021-07-19,22,16,0.0,15.7,5,65,04:27 PM,01:18 AM,05:35 AM,09:04 PM,16,19,20,19,45,1,81,0.0,1019,22,10,52,22,lorient
2021-07-20,21,16,0.0,15.7,5,73,05:49 PM,01:48 AM,05:36 AM,09:03 PM,16,19,20,19,45,5,77,0.0,1019,21,10,59,22,lorient
2021-07-21,22,18,0.0,15.6,6,80,07:07 PM,02:26 AM,05:38 AM,09:02 PM,16,20,21,20,39,14,77,0.0,1019,22,10,53,19,lorient
2021-07-22,22,17,0.0,15.6,6,87,08:15 PM,03:16 AM,05:39 AM,09:01 PM,16,20,22,20,45,9,72,0.0,1017,22,10,78,22,lorient
2021-07-23,20,16,0.0,14.6,4,94,09:09 PM,04:19 AM,05:40 AM,09:00 PM,17,19,20,19,48,48,83,10.3,1010,20,9,159,29,lorient
2021-07-24,19,12,0.0,9.5,4,100,09:50 PM,05:33 AM,05:41 AM,08:59 PM,16,18,19,18,51,72,84,8.0,1008,19,10,228,35,lorient
2021-07-25,20,15,0.0,14.5,4,100,10:21 PM,06:51 AM,05:42 AM,08:57 PM,16,18,19,18,48,40,84,0.3,1010,20,10,292,33,lorient
2021-07-26,19,15,0.0,13.5,4,84,10:46 PM,08:09 AM,05:43 AM,08:56 PM,16,18,19,18,30,32,84,0.0,1014,19,10,288,21,lorient
2021-07-27,18,15,0.0,12.5,4,77,11:07 PM,09:24 AM,05:45 AM,08:55 PM,15,17,18,17,36,49,80,3.0,1015,18,10,277,26,lorient
2021-07-28,18,15,0.0,12.5,4,69,11:25 PM,10:34 AM,05:46 AM,08:54 PM,13,17,18,17,30,42,76,0.1,1015,18,10,269,22,lorient
2021-07-29,17,11,0.0,11.4,4,62,11:43 PM,11:43 AM,05:47 AM,08:52 PM,12,16,17,16,26,57,72,0.1,1015,17,10,261,19,lorient
2021-07-30,18,15,0.0,11.4,4,55,No moonrise,12:50 PM,05:48 AM,08:51 PM,14,17,18,17,44,60,79,2.1,1013,18,10,272,32,lorient
2021-07-31,18,14,0.0,9.4,4,51,12:00 AM,01:56 PM,05:50 AM,08:49 PM,13,17,17,17,32,69,76,2.0,1015,18,10,289,23,lorient
2021-08-01,18,15,0.0,10.4,4,40,12:19 AM,03:02 PM,05:51 AM,08:48 PM,14,17,17,17,32,61,78,0.7,1015,18,10,279,24,lorient
2021-08-02,18,14,0.0,11.4,4,33,12:41 AM,04:07 PM,05:52 AM,08:47 PM,14,17,17,17,26,52,80,0.4,1017,18,10,275,19,lorient
2021-08-03,16,7,0.0,10.4,4,26,01:08 AM,05:12 PM,05:53 AM,08:45 PM,12,14,15,14,18,61,78,8.6,1015,16,10,254,13,lorient
2021-08-04,18,15,0.0,10.3,4,18,01:41 AM,06:13 PM,05:55 AM,08:44 PM,15,17,17,17,47,71,85,4.2,1011,18,9,268,33,lorient
2021-08-05,19,15,0.0,9.3,4,11,02:22 AM,07:09 PM,05:56 AM,08:42 PM,15,18,18,18,48,79,85,5.0,1011,19,9,235,33,lorient
2021-08-06,17,13,0.0,11.4,4,4,03:13 AM,07:57 PM,05:57 AM,08:41 PM,14,17,17,17,44,54,80,0.5,1008,17,10,257,31,lorient
2021-08-07,18,15,0.0,11.4,4,0,04:14 AM,08:36 PM,05:58 AM,08:39 PM,14,17,17,17,52,67,79,5.1,1006,18,10,251,37,lorient
2021-08-08,17,10,0.0,11.2,4,0,05:22 AM,09:09 PM,06:00 AM,08:37 PM,12,16,17,16,42,66,73,0.8,1015,17,10,263,30,lorient
2021-08-09,18,15,0.0,9.4,4,3,06:35 AM,09:35 PM,06:01 AM,08:36 PM,15,17,17,17,35,64,84,0.9,1017,18,10,227,25,lorient
2021-08-10,18,17,0.0,10.5,4,11,07:50 AM,09:58 PM,06:02 AM,08:34 PM,15,18,18,18,17,60,85,0.0,1019,18,10,262,12,lorient
2021-08-11,17,11,0.0,10.5,4,18,09:05 AM,10:18 PM,06:04 AM,08:32 PM,13,16,16,16,18,29,79,0.0,1020,17,10,211,12,lorient
2021-08-12,18,17,0.0,11.6,5,25,10:20 AM,10:37 PM,06:05 AM,08:31 PM,15,18,18,18,31,11,82,0.0,1020,18,10,315,19,lorient
2021-08-13,18,13,0.0,11.6,5,32,11:37 AM,10:58 PM,06:06 AM,08:29 PM,13,16,17,16,23,10,79,0.0,1023,18,10,318,15,lorient
2021-08-14,19,15,0.0,11.6,5,40,12:55 PM,11:21 PM,06:08 AM,08:27 PM,13,17,18,17,29,1,74,0.0,1021,19,10,228,16,lorient
2021-08-15,18,17,0.0,11.6,5,47,02:15 PM,11:48 PM,06:09 AM,08:26 PM,15,18,18,18,36,12,84,0.0,1019,18,10,266,23,lorient
2021-08-16,18,12,0.0,11.6,4,54,03:35 PM,No moonset,06:10 AM,08:24 PM,14,16,17,16,46,33,82,0.4,1022,18,9,297,31,lorient
2021-08-17,17,12,0.0,11.6,5,61,04:53 PM,12:22 AM,06:12 AM,08:22 PM,13,15,16,15,34,32,77,0.0,1024,17,10,317,24,lorient
2021-08-18,17,12,0.0,8.2,4,69,06:03 PM,01:07 AM,06:13 AM,08:20 PM,13,15,16,15,26,43,80,0.0,1022,17,10,316,18,lorient
2021-08-19,17,11,0.0,11.6,4,76,07:01 PM,02:04 AM,06:14 AM,08:19 PM,14,16,16,16,20,33,82,0.4,1018,17,9,319,14,lorient
2021-08-20,19,16,0.0,11.6,5,83,07:46 PM,03:12 AM,06:16 AM,08:17 PM,14,17,18,17,23,9,80,0.0,1016,19,10,146,15,lorient
2021-08-21,18,11,0.0,8.1,4,91,08:20 PM,04:28 AM,06:17 AM,08:15 PM,16,17,17,17,25,54,89,4.6,1015,18,10,254,16,lorient
2021-08-22,17,15,0.0,11.6,5,98,08:47 PM,05:46 AM,06:18 AM,08:13 PM,14,17,17,17,36,15,83,0.0,1022,17,10,297,24,lorient
2021-08-23,19,14,0.0,11.6,4,100,09:09 PM,07:02 AM,06:20 AM,08:11 PM,14,16,17,16,30,21,81,0.0,1024,19,10,143,18,lorient
2021-08-24,20,15,0.0,10.4,4,88,09:29 PM,08:15 AM,06:21 AM,08:09 PM,13,17,18,17,43,19,74,0.0,1022,20,10,40,27,lorient
2021-08-25,21,16,0.0,11.6,5,80,09:46 PM,09:26 AM,06:22 AM,08:07 PM,13,18,18,18,46,2,69,0.0,1019,21,10,43,28,lorient
2021-08-26,23,16,0.0,11.6,5,73,10:03 PM,10:34 AM,06:24 AM,08:06 PM,14,19,20,19,44,1,72,0.0,1019,23,10,125,29,lorient
2021-08-27,19,11,0.0,11.6,5,66,10:22 PM,11:42 AM,06:25 AM,08:04 PM,12,15,17,15,36,0,70,0.0,1021,19,10,119,26,lorient
2021-08-28,21,15,0.0,11.6,5,59,10:42 PM,12:48 PM,06:26 AM,08:02 PM,13,18,18,18,38,2,71,0.0,1022,21,10,128,28,lorient
2021-08-29,20,15,0.0,11.6,5,51,11:07 PM,01:54 PM,06:28 AM,08:00 PM,13,18,18,18,38,7,75,0.0,1021,20,10,84,27,lorient
2021-08-30,20,10,0.0,11.6,5,44,11:37 PM,03:00 PM,06:29 AM,07:58 PM,13,16,17,16,41,15,73,0.0,1020,20,10,50,28,lorient
2021-08-31,22,16,0.0,11.6,5,40,No moonrise,04:02 PM,06:30 AM,07:56 PM,14,19,20,19,43,8,75,0.0,1022,22,10,43,26,lorient
2021-09-01,23,16,0.0,11.6,5,23,12:14 AM,05:00 PM,06:32 AM,07:54 PM,14,19,19,19,52,1,74,0.0,1022,23,10,50,33,lorient
2021-09-02,22,14,0.0,11.6,5,16,01:02 AM,05:51 PM,06:33 AM,07:52 PM,14,18,19,18,46,2,73,0.0,1019,22,10,80,29,lorient
2021-09-03,19,17,0.0,11.6,5,8,01:58 AM,06:33 PM,06:34 AM,07:50 PM,15,19,19,19,36,26,77,0.0,1016,19,10,123,21,lorient
2021-09-04,21,13,0.0,11.6,5,0,03:04 AM,07:08 PM,06:36 AM,07:48 PM,16,18,19,18,13,25,81,0.0,1015,21,10,211,8,lorient
2021-09-05,23,19,0.0,11.6,5,0,04:15 AM,07:37 PM,06:37 AM,07:46 PM,16,20,20,20,14,7,79,0.0,1017,23,10,220,8,lorient
2021-09-06,24,16,0.0,11.6,6,0,05:31 AM,08:01 PM,06:38 AM,07:44 PM,16,20,21,20,32,9,73,0.0,1018,24,10,66,15,lorient
2021-09-07,22,19,0.0,10.3,5,0,06:47 AM,08:22 PM,06:40 AM,07:42 PM,16,21,22,21,50,25,75,0.1,1014,22,10,120,24,lorient
2021-09-08,19,19,0.0,7.8,4,7,08:05 AM,08:42 PM,06:41 AM,07:40 PM,18,19,19,19,25,54,90,0.2,1011,19,10,257,16,lorient
2021-09-09,20,19,0.0,7.8,4,14,09:23 AM,09:02 PM,06:43 AM,07:38 PM,18,20,20,20,36,67,89,0.1,1012,20,10,226,25,lorient
2021-09-10,20,19,0.0,9.0,4,22,10:43 AM,09:25 PM,06:44 AM,07:36 PM,17,19,19,19,31,50,86,0.5,1015,20,10,286,23,lorient
2021-09-11,19,17,0.0,11.6,5,30,12:04 PM,09:51 PM,06:45 AM,07:34 PM,15,18,18,18,11,19,80,0.0,1019,19,10,217,8,lorient
2021-09-12,20,17,0.0,11.6,5,37,01:26 PM,10:22 PM,06:47 AM,07:32 PM,14,18,18,18,15,20,75,0.0,1015,20,10,102,10,lorient
2021-09-13,22,18,0.0,11.6,5,45,02:44 PM,11:03 PM,06:48 AM,07:30 PM,14,20,21,20,40,18,70,0.0,1012,22,10,89,20,lorient
2021-09-14,20,19,0.0,11.6,4,52,03:56 PM,11:56 PM,06:49 AM,07:28 PM,17,19,19,19,30,47,85,0.3,1011,20,10,96,18,lorient
2021-09-15,19,16,0.0,11.6,5,60,04:57 PM,No moonset,06:51 AM,07:26 PM,15,18,18,18,31,21,81,0.0,1013,19,10,181,21,lorient
2021-09-16,20,16,0.0,11.6,5,67,05:45 PM,01:00 AM,06:52 AM,07:24 PM,13,17,17,17,22,15,77,0.0,1019,20,10,125,16,lorient
2021-09-17,19,17,0.0,7.7,4,75,06:21 PM,02:12 AM,06:53 AM,07:22 PM,14,18,18,18,25,41,79,0.9,1014,19,10,247,18,lorient
2021-09-18,19,17,0.0,9.0,4,82,06:50 PM,03:28 AM,06:55 AM,07:20 PM,13,17,17,17,39,58,76,0.7,1015,19,10,297,30,lorient
2021-09-19,18,16,0.0,11.6,5,90,07:13 PM,04:44 AM,06:56 AM,07:17 PM,13,17,17,17,23,45,77,0.7,1018,18,10,297,17,lorient
2021-09-20,19,15,0.0,6.3,4,97,07:33 PM,05:58 AM,06:58 AM,07:15 PM,12,16,17,16,35,55,75,0.0,1021,19,10,262,27,lorient
2021-09-21,21,16,0.0,11.6,5,100,07:50 PM,07:09 AM,06:59 AM,07:13 PM,13,18,18,18,31,11,73,0.0,1029,21,10,72,23,lorient
2021-09-22,21,15,0.0,11.6,5,87,08:07 PM,08:18 AM,07:00 AM,07:11 PM,11,17,17,17,30,0,67,0.0,1026,21,10,82,23,lorient
2021-09-23,20,15,0.0,11.6,5,80,08:25 PM,09:26 AM,07:02 AM,07:09 PM,12,18,18,18,25,1,70,0.0,1023,20,10,96,19,lorient
2021-09-24,21,16,0.0,11.6,5,72,08:45 PM,10:33 AM,07:03 AM,07:07 PM,15,18,18,18,19,18,85,0.0,1018,21,10,152,14,lorient
2021-09-25,18,17,0.0,8.8,4,65,09:07 PM,11:41 AM,07:04 AM,07:05 PM,14,17,17,17,26,49,79,0.2,1014,18,10,143,17,lorient
2021-09-26,19,17,0.0,11.6,4,57,09:35 PM,12:47 PM,07:06 AM,07:03 PM,16,18,18,18,33,60,89,1.0,1014,19,10,247,23,lorient
2021-09-27,17,16,0.0,11.6,5,50,10:09 PM,01:51 PM,07:07 AM,07:01 PM,12,17,17,17,36,40,71,0.1,1021,17,10,271,26,lorient
