date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2021-09-28,17,17,0.0,5.8,4,42,10:51 PM,02:51 PM,07:09 AM,06:59 PM,12,17,17,17,33,60,74,1.7,1023,17,10,240,23,lorient
2021-09-29,18,15,0.0,11.5,5,35,11:44 PM,03:45 PM,07:10 AM,06:57 PM,10,16,16,16,31,22,65,0.6,1027,18,10,305,23,lorient
2021-09-30,17,15,0.0,10.1,4,27,No moonrise,04:29 PM,07:11 AM,06:55 PM,9,16,16,16,22,30,64,0.0,1028,17,10,189,17,lorient
2021-10-01,18,16,0.0,5.7,4,26,12:45 AM,05:07 PM,07:13 AM,06:53 PM,14,17,17,17,44,69,82,1.3,1018,18,10,243,32,lorient
2021-10-02,18,15,0.0,5.7,4,19,01:54 AM,05:37 PM,07:14 AM,06:50 PM,13,17,17,17,54,92,81,5.3,1005,18,10,228,38,lorient
2021-10-03,17,14,0.0,10.1,4,12,03:07 AM,06:02 PM,07:16 AM,06:48 PM,10,16,16,16,55,63,69,2.8,1003,17,10,264,40,lorient
2021-10-04,17,16,0.0,5.6,4,4,04:22 AM,06:24 PM,07:17 AM,06:46 PM,12,17,17,17,41,82,76,2.2,1013,17,10,234,30,lorient
2021-10-05,16,15,0.0,10.1,4,0,05:41 AM,06:45 PM,07:18 AM,06:44 PM,11,16,16,16,56,48,72,2.8,1012,16,10,288,42,lorient
2021-10-06,17,15,0.0,11.2,5,0,06:59 AM,07:05 PM,07:20 AM,06:42 PM,10,15,16,15,23,14,69,0.0,1025,17,10,305,18,lorient
2021-10-07,17,14,0.0,11.2,5,3,08:20 AM,07:27 PM,07:21 AM,06:40 PM,10,15,15,15,18,9,72,0.0,1026,17,10,78,14,lorient
2021-10-08,18,15,0.0,11.2,5,10,09:44 AM,07:51 PM,07:23 AM,06:38 PM,12,16,16,16,25,10,73,0.0,1027,18,10,88,18,lorient
2021-10-09,20,14,0.0,11.1,5,17,11:09 AM,08:21 PM,07:24 AM,06:36 PM,12,16,17,16,30,9,76,0.0,1026,20,10,89,21,lorient
2021-10-10,18,14,0.0,8.6,4,25,12:32 PM,09:00 PM,07:26 AM,06:34 PM,12,15,16,15,31,33,80,0.0,1026,18,10,42,22,lorient
2021-10-11,20,14,0.0,11.1,5,32,01:49 PM,09:50 PM,07:27 AM,06:32 PM,12,15,16,15,34,6,78,0.0,1028,20,10,51,25,lorient
2021-10-12,18,13,0.0,11.0,4,39,02:54 PM,10:51 PM,07:29 AM,06:31 PM,10,13,14,13,25,10,73,0.0,1028,18,10,88,19,lorient
2021-10-13,16,13,0.0,10.1,3,46,03:46 PM,No moonset,07:30 AM,06:29 PM,10,13,14,13,23,18,76,0.0,1027,16,10,103,17,lorient
2021-10-14,19,13,0.0,11.0,5,54,04:25 PM,12:01 AM,07:31 AM,06:27 PM,9,15,15,15,27,1,64,0.0,1025,19,10,92,21,lorient
2021-10-15,16,14,0.0,10.1,3,61,04:55 PM,01:17 AM,07:33 AM,06:25 PM,8,14,15,14,14,32,64,0.0,1020,16,10,130,11,lorient
2021-10-16,17,15,0.0,10.9,5,68,05:19 PM,02:31 AM,07:34 AM,06:23 PM,11,15,16,15,20,5,76,0.0,1020,17,10,97,15,lorient
2021-10-17,17,15,0.0,10.9,5,76,05:39 PM,03:45 AM,07:36 AM,06:21 PM,12,16,16,16,28,29,77,0.0,1018,17,10,138,21,lorient
2021-10-18,17,16,0.0,5.4,4,83,05:57 PM,04:56 AM,07:37 AM,06:19 PM,15,17,17,17,38,63,86,1.0,1019,17,8,184,25,lorient
2021-10-19,19,17,0.0,10.8,5,90,06:13 PM,06:05 AM,07:39 AM,06:17 PM,16,18,18,18,50,25,89,0.1,1017,19,10,191,27,lorient
2021-10-20,17,15,0.0,6.9,4,97,06:30 PM,07:13 AM,07:40 AM,06:16 PM,14,17,17,17,73,74,84,1.7,1010,17,9,232,49,lorient
2021-10-21,15,13,0.0,6.9,3,100,06:49 PM,08:20 AM,07:42 AM,06:14 PM,9,12,15,12,59,61,70,0.5,1014,15,10,257,45,lorient
2021-10-22,16,12,0.0,10.7,4,88,07:10 PM,09:28 AM,07:43 AM,06:12 PM,5,12,13,12,20,19,56,0.0,1027,16,10,90,16,lorient
2021-10-23,17,13,0.0,10.7,4,81,07:35 PM,10:35 AM,07:45 AM,06:10 PM,8,12,14,12,27,16,66,0.0,1025,17,10,131,21,lorient
2021-10-24,16,15,0.0,10.6,4,74,08:06 PM,11:41 AM,07:46 AM,06:09 PM,11,16,16,16,33,50,76,0.2,1019,16,10,207,24,lorient
2021-10-25,16,15,0.0,10.6,5,66,08:45 PM,12:42 PM,07:48 AM,06:07 PM,12,15,16,15,26,23,80,0.2,1021,16,10,266,20,lorient
2021-10-26,16,15,0.0,10.6,5,59,09:33 PM,01:38 PM,07:49 AM,06:05 PM,13,16,16,16,20,24,85,0.0,1023,16,10,241,15,lorient
2021-10-27,18,15,0.0,10.5,5,52,10:30 PM,02:26 PM,07:51 AM,06:03 PM,14,16,16,16,30,12,88,0.0,1022,18,10,184,22,lorient
2021-10-28,19,15,0.0,10.5,5,44,11:35 PM,03:05 PM,07:52 AM,06:02 PM,14,17,17,17,38,15,86,0.0,1013,19,10,183,29,lorient
2021-10-29,15,15,0.0,6.8,3,37,No moonrise,03:38 PM,07:54 AM,06:00 PM,12,14,15,14,48,77,80,4.1,1004,15,9,232,34,lorient
2021-10-30,16,15,0.0,7.1,4,30,12:44 AM,04:04 PM,07:55 AM,05:59 PM,12,15,15,15,37,51,82,0.4,1000,16,10,210,26,lorient
2021-10-31,16,14,0.0,3.8,3,26,01:58 AM,04:26 PM,07:57 AM,05:57 PM,12,14,15,14,57,75,81,2.7,1002,16,10,234,41,lorient
2021-11-01,14,13,0.0,5.4,3,8,03:13 AM,04:47 PM,07:58 AM,05:56 PM,8,11,14,11,65,73,69,1.8,1005,14,10,268,49,lorient
2021-11-02,14,13,0.0,7.0,3,1,04:30 AM,05:07 PM,08:00 AM,05:54 PM,8,10,13,10,56,75,69,2.3,1002,14,10,284,42,lorient
2021-11-03,14,11,0.0,7.0,3,0,05:50 AM,05:27 PM,08:01 AM,05:53 PM,7,10,12,10,30,41,70,0.8,1006,14,10,342,23,lorient
2021-11-04,13,11,0.0,5.3,3,0,07:13 AM,05:50 PM,08:03 AM,05:51 PM,7,9,12,9,34,50,71,0.6,1016,13,10,22,26,lorient
2021-11-05,13,10,0.0,7.0,3,0,08:39 AM,06:17 PM,08:04 AM,05:50 PM,4,9,12,9,24,41,60,0.2,1027,13,10,63,19,lorient
2021-11-06,12,10,0.0,8.7,4,6,10:06 AM,06:53 PM,08:06 AM,05:48 PM,4,9,11,9,14,19,62,0.0,1031,12,10,139,11,lorient
2021-11-07,17,13,0.0,5.3,4,14,11:30 AM,07:39 PM,08:07 AM,05:47 PM,11,13,15,13,31,56,81,0.1,1027,17,10,271,23,lorient
2021-11-08,13,12,0.0,3.5,3,22,12:44 PM,08:38 PM,08:09 AM,05:45 PM,8,11,12,11,12,79,75,0.0,1026,13,10,171,9,lorient
2021-11-09,15,13,0.0,8.7,3,29,01:43 PM,09:48 PM,08:10 AM,05:44 PM,11,13,14,13,12,45,83,0.0,1025,15,10,175,9,lorient
2021-11-10,16,13,0.0,8.7,4,37,02:27 PM,11:04 PM,08:12 AM,05:43 PM,10,14,14,14,13,22,75,0.0,1026,16,10,89,10,lorient
2021-11-11,15,12,0.0,8.7,4,44,03:00 PM,No moonset,08:13 AM,05:41 PM,7,12,13,12,21,8,67,0.0,1025,15,10,85,17,lorient
2021-11-12,16,14,0.0,8.7,4,52,03:26 PM,12:21 AM,08:15 AM,05:40 PM,12,14,15,14,25,19,83,0.0,1019,16,10,240,19,lorient
2021-11-13,14,14,0.0,7.0,3,59,03:47 PM,01:36 AM,08:16 AM,05:39 PM,10,12,14,12,41,72,79,0.3,1018,14,10,311,30,lorient
2021-11-14,14,12,0.0,5.2,3,67,04:04 PM,02:47 AM,08:18 AM,05:38 PM,9,11,13,11,32,52,78,0.0,1023,14,10,99,24,lorient
2021-11-15,15,11,0.0,8.7,4,74,04:21 PM,03:56 AM,08:19 AM,05:37 PM,9,10,13,10,30,18,78,0.1,1025,15,10,34,23,lorient
2021-11-16,13,11,0.0,8.7,4,82,04:37 PM,05:03 AM,08:21 AM,05:36 PM,8,11,12,11,14,20,78,0.0,1024,13,10,139,11,lorient
2021-11-17,15,12,0.0,5.2,3,89,04:55 PM,06:10 AM,08:22 AM,05:35 PM,9,12,13,12,22,46,76,0.1,1026,15,10,301,17,lorient
2021-11-18,12,11,0.0,8.7,4,97,05:15 PM,07:17 AM,08:23 AM,05:33 PM,7,11,12,11,11,7,73,0.0,1031,12,10,103,8,lorient
2021-11-19,15,11,0.0,8.7,4,100,05:38 PM,08:24 AM,08:25 AM,05:32 PM,9,11,13,11,29,5,79,0.0,1031,15,10,81,24,lorient
2021-11-20,15,11,0.0,8.7,4,88,06:07 PM,09:31 AM,08:26 AM,05:32 PM,9,10,13,10,32,2,78,0.0,1025,15,10,89,25,lorient
2021-11-21,12,10,0.0,5.2,3,80,06:43 PM,10:34 AM,08:28 AM,05:31 PM,6,9,11,9,31,48,72,0.1,1018,12,10,52,25,lorient
2021-11-22,12,8,0.0,6.9,2,73,07:28 PM,11:32 AM,08:29 AM,05:30 PM,4,5,9,5,53,41,70,0.2,1024,12,10,27,43,lorient
2021-11-23,14,7,0.0,8.7,4,65,08:21 PM,12:23 PM,08:31 AM,05:29 PM,3,5,10,5,58,0,64,0.0,1027,14,10,57,50,lorient
2021-11-24,12,9,0.0,8.7,4,58,09:23 PM,01:05 PM,08:32 AM,05:28 PM,5,7,10,7,39,9,71,0.0,1020,12,10,42,33,lorient
2021-11-25,11,9,0.0,3.4,2,50,10:29 PM,01:39 PM,08:33 AM,05:27 PM,5,5,10,5,48,69,72,0.2,1013,11,10,32,39,lorient
2021-11-26,12,8,0.0,6.9,2,43,11:40 PM,02:07 PM,08:35 AM,05:27 PM,4,6,10,6,49,71,69,1.0,1009,12,10,228,37,lorient
2021-11-27,10,8,0.0,3.3,2,35,No moonrise,02:30 PM,08:36 AM,05:26 PM,4,4,9,4,74,94,73,5.1,994,10,9,319,56,lorient
2021-11-28,10,9,0.0,3.3,2,28,12:52 AM,02:50 PM,08:37 AM,05:25 PM,5,5,9,5,62,93,73,7.0,1006,10,10,340,48,lorient
2021-11-29,10,8,0.0,5.1,2,20,02:05 AM,03:09 PM,08:39 AM,05:25 PM,3,7,9,7,26,67,67,0.2,1016,10,10,214,20,lorient
2021-11-30,13,9,0.0,6.9,3,12,03:22 AM,03:28 PM,08:40 AM,05:24 PM,6,9,11,9,23,48,73,0.0,1023,13,10,233,17,lorient
2021-12-01,12,11,0.0,5.1,3,12,04:40 AM,03:49 PM,08:41 AM,05:24 PM,8,8,12,8,58,67,79,2.3,1010,12,10,291,43,lorient
2021-12-02,10,8,0.0,5.1,2,5,06:04 AM,04:13 PM,08:42 AM,05:23 PM,2,5,9,5,47,50,63,0.2,1013,10,10,343,36,lorient
2021-12-03,13,8,0.0,3.3,3,0,07:31 AM,04:44 PM,08:44 AM,05:23 PM,8,8,12,8,53,87,81,4.4,1013,13,9,266,37,lorient
2021-12-04,12,10,0.0,3.3,3,0,08:58 AM,05:25 PM,08:45 AM,05:23 PM,7,7,11,7,64,92,75,2.4,1010,12,10,303,47,lorient
2021-12-05,11,10,0.0,8.7,3,2,10:19 AM,06:18 PM,08:46 AM,05:22 PM,3,6,10,6,64,31,64,0.5,1015,11,10,324,50,lorient
2021-12-06,12,10,0.0,5.1,3,10,11:29 AM,07:26 PM,08:47 AM,05:22 PM,6,8,11,8,47,63,70,1.6,1016,12,9,285,37,lorient
2021-12-07,12,9,0.0,3.3,3,17,12:21 PM,08:43 PM,08:48 AM,05:22 PM,6,7,11,7,52,88,75,4.0,1008,12,10,233,40,lorient
2021-12-08,10,6,0.0,5.1,2,24,01:00 PM,10:03 PM,08:49 AM,05:22 PM,3,3,8,3,51,80,70,3.7,1000,10,10,279,39,lorient
2021-12-09,11,10,0.0,3.3,3,31,01:30 PM,11:22 PM,08:50 AM,05:21 PM,5,7,10,7,38,90,70,1.0,1006,11,10,277,28,lorient
2021-12-10,11,10,0.0,8.7,3,39,01:52 PM,No moonset,08:51 AM,05:21 PM,4,6,10,6,67,63,67,0.6,1010,11,10,314,51,lorient
2021-12-11,13,10,0.0,3.3,3,46,02:11 PM,12:35 AM,08:52 AM,05:21 PM,9,9,12,9,31,79,82,0.2,1021,13,10,268,21,lorient
2021-12-12,14,13,0.0,5.1,3,53,02:28 PM,01:47 AM,08:53 AM,05:21 PM,10,12,13,12,30,65,78,0.0,1025,14,10,237,19,lorient
2021-12-13,13,12,0.0,8.7,4,61,02:44 PM,02:54 AM,08:54 AM,05:22 PM,10,10,12,10,29,17,86,0.0,1023,13,10,150,22,lorient
2021-12-14,14,12,0.0,8.7,4,68,03:02 PM,04:01 AM,08:55 AM,05:22 PM,9,12,12,12,14,6,82,0.0,1027,14,10,87,10,lorient
2021-12-15,13,11,0.0,8.7,4,75,03:21 PM,05:08 AM,08:56 AM,05:22 PM,9,9,12,9,27,20,86,0.0,1031,13,10,73,19,lorient
2021-12-16,13,10,0.0,8.7,4,82,03:43 PM,06:14 AM,08:56 AM,05:22 PM,8,8,11,8,42,7,82,0.0,1033,13,10,75,33,lorient
2021-12-17,14,10,0.0,8.7,4,90,04:09 PM,07:21 AM,08:57 AM,05:22 PM,8,8,11,8,47,0,79,0.0,1033,14,10,69,39,lorient
2021-12-18,13,8,0.0,8.7,4,97,04:42 PM,08:25 AM,08:58 AM,05:23 PM,6,6,10,6,46,4,77,0.0,1031,13,10,83,38,lorient
2021-12-19,13,8,0.0,8.7,4,100,05:25 PM,09:26 AM,08:58 AM,05:23 PM,6,6,10,6,44,0,78,0.0,1028,13,10,83,37,lorient
2021-12-20,10,7,0.0,8.7,3,89,06:15 PM,10:19 AM,08:59 AM,05:24 PM,5,4,8,4,46,8,80,0.0,1024,10,10,85,37,lorient
2021-12-21,9,6,0.0,6.8,2,81,07:15 PM,11:05 AM,09:00 AM,05:24 PM,3,3,7,3,40,33,73,0.0,1023,9,10,88,33,lorient
2021-12-22,11,8,0.0,8.3,3,74,08:20 PM,11:41 AM,09:00 AM,05:25 PM,5,6,9,6,36,13,74,0.0,1017,11,10,127,29,lorient
2021-12-23,13,11,0.0,5.0,3,67,09:30 PM,12:10 PM,09:00 AM,05:25 PM,11,10,12,10,33,58,92,0.1,1013,13,10,186,22,lorient
2021-12-24,13,11,0.0,2.1,3,59,10:40 PM,12:34 PM,09:01 AM,05:26 PM,10,10,12,10,45,75,89,0.8,1006,13,10,197,28,lorient
2021-12-25,12,11,0.0,2.1,3,52,11:51 PM,12:55 PM,09:01 AM,05:26 PM,10,9,11,9,41,87,90,2.9,999,12,9,151,27,lorient
2021-12-26,12,12,0.0,3.9,3,45,No moonrise,01:14 PM,09:02 AM,05:27 PM,10,9,12,9,33,57,90,0.5,1003,12,10,246,21,lorient
2021-12-27,13,11,0.0,2.1,3,38,01:03 AM,01:32 PM,09:02 AM,05:28 PM,10,9,12,9,61,79,90,4.3,993,13,10,220,40,lorient
2021-12-28,12,11,0.0,2.1,3,30,02:18 AM,01:51 PM,09:02 AM,05:29 PM,10,9,12,9,61,87,89,1.7,1004,12,8,262,39,lorient
2021-12-29,14,13,0.0,2.1,3,23,03:36 AM,02:12 PM,09:02 AM,05:29 PM,12,10,13,10,82,90,93,0.7,1013,14,9,246,49,lorient
2021-12-30,13,12,0.0,5.8,3,16,04:58 AM,02:38 PM,09:02 AM,05:30 PM,11,11,13,11,50,44,91,0.2,1021,13,10,209,27,lorient
2021-12-31,14,12,0.0,5.8,4,12,06:23 AM,03:13 PM,09:02 AM,05:31 PM,11,11,13,11,42,17,90,0.0,1022,14,10,178,22,lorient
